,authors,hotels,cr1,cr2,cr3,cr4,cr5,cr6,cr7,cr8
52476,wrejennywren,225873,4,-1,-1,-1,-1,-1,-1,-1
52477,FlyMeToTheMoon,225873,5,-1,-1,-1,-1,-1,-1,-1
52478,A TripAdvisor Member,225873,5,-1,-1,-1,-1,-1,-1,-1
52479,A TripAdvisor Member,225873,4,4,4,-1,4,-1,4,-1
52480,A TripAdvisor Member,225873,5,5,4,-1,5,-1,5,-1
52481,A TripAdvisor Member,225873,2,-1,-1,-1,-1,-1,-1,-1
52482,A TripAdvisor Member,225873,4,4,4,-1,5,-1,5,-1
52483,A TripAdvisor Member,225873,4,4,4,-1,5,-1,4,-1
52484,lass=,225873,4,5,4,-1,5,-1,5,-1
52485,A TripAdvisor Member,225873,4,4,4,-1,4,-1,3,-1
52486,A TripAdvisor Member,225873,5,4,4,-1,5,-1,5,-1
52487,A TripAdvisor Member,225873,2,2,1,-1,3,-1,1,-1
52488,A TripAdvisor Member,225873,4,5,4,-1,5,-1,5,-1
52489,A TripAdvisor Member,225873,1,-1,-1,-1,-1,-1,-1,-1
52490,A TripAdvisor Member,225873,5,4,5,-1,5,-1,5,-1
52491,A TripAdvisor Member,225873,5,5,5,-1,5,-1,5,-1
52492,A TripAdvisor Member,225873,2,2,4,-1,3,-1,3,-1
52493,luv2dohair,225873,5,5,4,-1,5,-1,5,-1
52494,A TripAdvisor Member,225873,4,5,4,-1,4,-1,5,-1
52495,A TripAdvisor Member,225873,5,5,3,-1,4,-1,4,-1
52496,A TripAdvisor Member,225873,5,3,5,-1,5,-1,5,-1
52497,A TripAdvisor Member,225873,3,3,2,-1,3,-1,3,-1
52498,A TripAdvisor Member,225873,5,4,4,-1,4,-1,5,-1
52499,idonthave1,225873,5,5,5,-1,5,-1,5,-1
52500,A TripAdvisor Member,225873,4,-1,-1,-1,-1,-1,-1,-1
52501,AnywhereUSA310,225873,3,-1,-1,-1,-1,-1,-1,-1
52502,SugarWahine,225873,4,-1,-1,-1,-1,-1,-1,-1
52503,jeanettetx18,225873,4,-1,-1,-1,-1,-1,-1,-1
52504,lass=,225873,2,2,2,-1,2,-1,2,-1
52505,A TripAdvisor Member,225873,5,5,4,-1,5,-1,4,-1
52506,lass=,225873,5,-1,5,-1,5,-1,4,-1
52507,lass=,225873,4,-1,5,-1,4,-1,4,-1
52508,lass=,225873,4,-1,4,-1,5,-1,4,-1
52509,bennybau,225873,5,5,4,5,5,4,4,5
52510,A TripAdvisor Member,239021,1,1,1,-1,1,-1,2,-1
52511,A TripAdvisor Member,239021,5,4,5,-1,5,-1,5,-1
52512,A TripAdvisor Member,239021,3,-1,-1,-1,-1,-1,-1,-1
52513,A TripAdvisor Member,239021,1,1,1,-1,1,-1,1,-1
52514,A TripAdvisor Member,239021,3,5,3,-1,4,-1,4,-1
52515,A TripAdvisor Member,239021,1,1,1,-1,-1,-1,1,-1
52516,A TripAdvisor Member,239021,2,2,2,-1,2,-1,1,-1
52517,A TripAdvisor Member,239021,4,-1,-1,-1,-1,-1,-1,-1
52518,A TripAdvisor Member,239021,1,-1,-1,-1,-1,-1,-1,-1
52519,A TripAdvisor Member,239021,2,2,3,-1,3,-1,2,-1
52520,A TripAdvisor Member,239021,3,3,3,-1,2,-1,2,-1
52521,A TripAdvisor Member,239021,5,-1,-1,-1,-1,-1,-1,-1
52522,lass=,239021,5,-1,5,-1,5,-1,5,-1
52523,lass=,239021,3,-1,3,-1,4,-1,3,-1
52524,lass=,239021,3,-1,1,-1,2,-1,2,-1
52525,lass=,239021,1,-1,1,-1,1,-1,1,-1
52526,lass=,239021,4,-1,3,-1,3,-1,3,-1
52527,lass=,239021,2,-1,2,-1,1,-1,1,-1
52528,HappyBelly,301789,3,1,5,2,5,5,5,5
52529,MelbaLalala,301789,4,-1,-1,-1,-1,-1,-1,-1
52530,alexandre123456,301789,4,4,5,2,5,5,5,5
52531,HONkiev,301789,3,2,3,3,5,4,2,5
52532,lycook,301789,5,4,5,5,5,5,5,5
52533,Tampa_Law_Guy,301789,5,5,5,5,5,5,5,5
52534,lisampls,301789,5,4,5,3,5,4,5,4
52535,seattle_maslow,301789,5,5,5,3,5,5,5,4
52536,brunob00,301789,5,5,5,5,5,5,5,-1
52537,BMWBMW,301789,5,4,5,4,5,5,5,-1
52538,GoLeafsGo0907,301789,5,4,5,3,5,5,5,5
52539,A TripAdvisor Member,301789,1,1,2,-1,1,-1,1,-1
52540,A TripAdvisor Member,301789,5,5,5,-1,5,-1,5,-1
52541,A TripAdvisor Member,301789,1,1,1,-1,1,-1,1,-1
52542,JCW,301789,4,4,4,-1,5,-1,4,-1
52543,A TripAdvisor Member,301789,1,1,2,-1,2,-1,1,-1
52544,A TripAdvisor Member,301789,1,1,3,-1,3,-1,1,-1
52545,A TripAdvisor Member,301789,1,1,3,-1,2,-1,1,-1
52546,A TripAdvisor Member,301789,5,4,5,-1,5,-1,5,-1
52547,A TripAdvisor Member,301789,3,3,2,-1,4,-1,4,-1
52548,ThWilmesi,301789,5,5,5,-1,5,-1,5,-1
52549,A TripAdvisor Member,301789,5,-1,-1,-1,-1,-1,-1,-1
52550,kiyo^0^,301789,4,4,5,4,4,4,5,4
52551,eskacci,301789,3,3,3,4,3,4,3,3
52552,aeroplanino,301789,4,3,5,5,5,5,5,5
52553,銇忋亞銇熴倱,301789,5,5,4,4,5,4,4,5
52554,bjouve,301789,5,4,5,4,5,5,5,5
52555,钀屻仭銈冦倱,301789,5,5,5,5,5,5,5,5
52556,lass=,301789,5,-1,5,-1,-1,-1,5,-1
52557,leclaire68,124048,2,2,2,3,2,3,2,3
52558,fatboytom,124048,3,3,4,4,3,5,3,-1
52559,A TripAdvisor Member,124048,1,3,2,-1,1,-1,1,-1
52560,A TripAdvisor Member,124048,2,2,2,-1,2,-1,3,-1
52561,pier1travel,124048,2,2,2,-1,2,-1,3,-1
52562,A TripAdvisor Member,124048,4,-1,-1,-1,-1,-1,-1,-1
52563,A TripAdvisor Member,124048,4,4,4,-1,3,-1,4,-1
52564,A TripAdvisor Member,124048,3,-1,-1,-1,-1,-1,-1,-1
52565,lass=,124048,4,-1,-1,-1,-1,-1,-1,-1
52566,lass=,124048,2,-1,2,-1,-1,-1,1,-1
52567,lass=,124048,3,-1,2,-1,2,-1,3,-1
52568,lass=,124048,5,-1,5,-1,5,-1,3,-1
52569,lass=,124048,4,-1,3,-1,4,-1,4,-1
52570,lass=,124048,3,-1,3,-1,-1,-1,3,-1
52571,lass=,124048,4,-1,3,-1,-1,-1,4,-1
52572,lass=,124048,5,-1,4,-1,4,-1,5,-1
52573,lass=,124048,4,-1,4,-1,-1,-1,3,-1
52574,lass=,124048,3,-1,2,-1,4,-1,4,-1
52575,lass=,124048,0,-1,-1,-1,-1,-1,-1,-1
52576,bcaha,195007,5,5,5,5,5,5,5,-1
52577,krislecl,195007,5,4,5,5,5,5,5,-1
52578,JP3CHICAGO,195007,3,-1,-1,-1,-1,-1,-1,-1
52579,SPGloyal,195007,4,3,3,3,4,3,3,3
52580,CPUK,195007,5,5,5,5,5,5,5,4
52581,ATourist2day,195007,5,5,5,5,5,5,5,5
52582,WDWDolphinFan,195007,5,-1,-1,-1,-1,-1,-1,-1
52583,Mandirae,195007,5,4,4,4,4,4,4,-1
52584,ryzee,195007,5,5,5,5,5,5,5,5
52585,traveller55555,195007,5,5,5,5,5,5,5,5
52586,womencandoit,195007,5,5,5,5,5,5,5,-1
52587,Livingoutofasuitcase,195007,4,4,4,3,5,4,4,4
52588,buccsmf1,195007,5,5,5,5,5,5,5,4
52589,Davred,195007,5,5,5,5,5,5,5,-1
52590,SMTORD,195007,5,5,5,5,5,5,5,-1
52591,A TripAdvisor Member,195007,5,2,5,-1,5,-1,4,-1
52592,lass=,195007,5,3,5,-1,5,-1,5,-1
52593,A TripAdvisor Member,195007,5,-1,-1,-1,-1,-1,-1,-1
52594,A TripAdvisor Member,195007,5,5,5,-1,5,-1,5,-1
52595,A TripAdvisor Member,195007,1,3,4,-1,5,-1,1,-1
52596,balimontana,195007,5,-1,-1,-1,-1,-1,-1,-1
52597,A TripAdvisor Member,195007,5,3,5,-1,5,-1,5,-1
52598,wineglobelovers,195007,5,-1,-1,-1,-1,-1,-1,-1
52599,A TripAdvisor Member,195007,5,4,5,-1,5,-1,5,-1
52600,Escaramujo,195007,4,3,4,-1,5,-1,5,-1
52601,A TripAdvisor Member,195007,4,-1,-1,-1,-1,-1,-1,-1
52602,proppy,195007,3,1,4,-1,4,-1,3,-1
52603,pwrshift,195007,4,4,5,-1,5,-1,4,-1
52604,lass=,195007,5,5,5,-1,3,-1,5,-1
52605,SisterMoon_8,195007,4,4,4,-1,4,-1,4,-1
52606,Massimo_C,195007,5,4,5,-1,5,-1,5,-1
52607,A TripAdvisor Member,195007,2,3,5,-1,4,-1,4,-1
52608,A TripAdvisor Member,195007,3,-1,-1,-1,-1,-1,-1,-1
52609,A TripAdvisor Member,195007,5,3,4,-1,4,-1,5,-1
52610,Braindrain,195007,5,4,5,-1,5,-1,5,-1
52611,sdcarver,195007,5,-1,-1,-1,-1,-1,-1,-1
52612,voyager111,195007,5,-1,-1,-1,-1,-1,-1,-1
52613,lass=,195007,5,-1,5,-1,5,-1,5,-1
52614,Mario-MC,195007,4,4,4,5,4,5,4,3
52615,lass=,195007,3,-1,2,-1,-1,-1,3,-1
52616,lass=,195007,5,-1,5,-1,-1,-1,5,-1
52617,lass=,195007,3,-1,3,-1,3,-1,3,-1
52618,lass=,195007,0,-1,-1,-1,-1,-1,-1,-1
52619,A TripAdvisor Member,258375,5,4,5,-1,5,-1,5,-1
52620,A TripAdvisor Member,258375,5,5,5,-1,5,-1,5,-1
52621,A TripAdvisor Member,258375,5,4,5,-1,5,-1,4,-1
52622,A TripAdvisor Member,258375,3,-1,-1,-1,-1,-1,-1,-1
52623,A TripAdvisor Member,258375,5,-1,-1,-1,-1,-1,-1,-1
52624,A TripAdvisor Member,258375,1,-1,-1,-1,-1,-1,-1,-1
52625,lynnelen,258375,5,-1,-1,-1,-1,-1,-1,-1
52626,A TripAdvisor Member,258375,2,-1,-1,-1,-1,-1,-1,-1
52627,SuNWLondon,258375,5,-1,-1,-1,-1,-1,-1,-1
52628,A TripAdvisor Member,258375,4,-1,-1,-1,-1,-1,-1,-1
52629,A TripAdvisor Member,258375,4,4,4,-1,4,-1,5,-1
52630,A TripAdvisor Member,258375,5,4,4,-1,4,-1,5,-1
52631,lass=,258375,4,4,4,-1,4,-1,3,-1
52632,lass=,258375,4,4,4,-1,4,-1,4,-1
52633,lass=,258375,5,-1,4,-1,4,-1,5,-1
52634,lass=,258375,5,5,5,-1,5,-1,5,-1
52635,lass=,258375,3,3,4,-1,4,-1,4,-1
52636,lass=,258375,4,4,3,-1,5,-1,4,-1
52637,lass=,258375,5,5,5,-1,5,-1,4,-1
52638,lass=,258375,3,2,4,-1,3,-1,3,-1
52639,lass=,258375,5,5,4,-1,5,-1,5,-1
52640,lass=,258375,0,-1,-1,-1,-1,-1,-1,-1
52641,lass=,258375,5,5,5,-1,4,-1,5,-1
52642,A TripAdvisor Member,281658,2,2,4,-1,3,-1,2,-1
52643,A TripAdvisor Member,281658,5,4,5,-1,5,-1,5,-1
52644,A TripAdvisor Member,281658,4,4,4,-1,5,-1,4,-1
52645,A TripAdvisor Member,281658,2,2,4,-1,4,-1,2,-1
52646,FernandoBee,281658,4,5,4,-1,5,-1,5,-1
52647,jsnap,281658,4,-1,-1,-1,-1,-1,-1,-1
52648,A TripAdvisor Member,281658,4,3,4,-1,4,-1,4,-1
52649,A TripAdvisor Member,281658,4,5,5,-1,5,-1,3,-1
52650,elyette,281658,5,-1,-1,-1,-1,-1,-1,-1
52651,A TripAdvisor Member,281658,4,4,5,-1,4,-1,5,-1
52652,A TripAdvisor Member,281658,5,-1,-1,-1,-1,-1,-1,-1
52653,A TripAdvisor Member,281658,4,-1,-1,-1,-1,-1,-1,-1
52654,A TripAdvisor Member,281658,5,5,5,-1,5,-1,5,-1
52655,A TripAdvisor Member,281658,2,-1,-1,-1,-1,-1,-1,-1
52656,lass=,281658,4,-1,5,-1,5,-1,5,-1
52657,lass=,281658,5,-1,5,-1,5,-1,5,-1
52658,lass=,281658,2,-1,2,-1,2,-1,2,-1
52659,lass=,281658,3,-1,3,-1,5,-1,3,-1
52660,bgosma,231324,3,4,3,4,4,4,4,3
52661,gabby,231324,3,4,4,3,5,2,3,-1
52662,JBCB,231324,4,5,4,4,4,4,4,-1
52663,Jerseymick,231324,4,4,3,3,4,4,3,-1
52664,DLODRATSAB,231324,5,5,5,5,5,5,5,5
52665,spanner42,231324,4,-1,-1,-1,-1,-1,-1,-1
52666,Expat_Girl25,231324,4,3,4,3,5,4,4,-1
52667,Liz1953,231324,4,4,4,4,4,4,4,-1
52668,A TripAdvisor Member,231324,4,5,3,-1,5,-1,4,-1
52669,TSW42,231324,3,3,3,-1,3,-1,3,-1
52670,A TripAdvisor Member,231324,3,-1,-1,-1,-1,-1,-1,-1
52671,A TripAdvisor Member,231324,5,5,4,-1,5,-1,5,-1
52672,A TripAdvisor Member,231324,4,4,5,-1,5,-1,5,-1
52673,A TripAdvisor Member,231324,4,5,4,-1,5,-1,3,-1
52674,A TripAdvisor Member,231324,5,-1,-1,-1,-1,-1,-1,-1
52675,A TripAdvisor Member,231324,4,-1,-1,-1,-1,-1,-1,-1
52676,A TripAdvisor Member,231324,1,-1,-1,-1,-1,-1,-1,-1
52677,lass=,231324,4,-1,3,-1,5,-1,4,-1
52678,topsmed,190664,4,-1,-1,-1,-1,-1,-1,-1
52679,ClassyLad,190664,5,4,5,5,5,5,5,5
52680,Coolmark,190664,5,-1,-1,-1,-1,-1,-1,-1
52681,gettingaround,190664,4,3,4,5,5,2,4,4
52682,Cranford217,190664,5,5,5,5,5,5,5,5
52683,piatty73,190664,5,5,5,5,5,5,5,-1
52684,christel,190664,4,4,4,5,5,4,5,4
52685,A TripAdvisor Member,190664,4,3,4,-1,4,-1,4,-1
52686,A TripAdvisor Member,190664,5,3,5,-1,5,-1,5,-1
52687,A TripAdvisor Member,190664,5,4,5,-1,5,-1,5,-1
52688,A TripAdvisor Member,190664,5,-1,-1,-1,-1,-1,-1,-1
52689,lass=,190664,5,-1,5,-1,5,-1,5,-1
52690,lass=,190664,0,-1,-1,-1,-1,-1,-1,-1
52691,lass=,652518,2,-1,2,-1,1,-1,3,-1
52692,lass=,652518,5,-1,5,-1,5,-1,5,-1
52693,lass=,652518,3,-1,3,-1,4,-1,2,-1
52694,lass=,652518,4,-1,4,-1,4,-1,4,-1
52695,lass=,652518,4,-1,5,-1,5,-1,4,-1
52696,lass=,652518,5,-1,5,-1,5,-1,4,-1
52697,lass=,652518,4,-1,4,-1,5,-1,5,-1
52698,lass=,652518,4,-1,4,-1,5,-1,3,-1
52699,lass=,652518,3,-1,5,-1,5,-1,3,-1
52700,lass=,652518,5,-1,4,-1,5,-1,4,-1
52701,lass=,652518,4,-1,4,-1,4,-1,3,-1
52702,lass=,652518,3,-1,2,-1,2,-1,3,-1
52703,lass=,652518,3,-1,3,-1,3,-1,3,-1
52704,lass=,652518,5,-1,4,-1,5,-1,5,-1
52705,lass=,652518,3,-1,3,-1,1,-1,2,-1
52706,lass=,652518,5,-1,5,-1,4,-1,5,-1
52707,lass=,652518,4,-1,4,-1,3,-1,4,-1
52708,lass=,652518,4,-1,3,-1,4,-1,4,-1
52709,lass=,652518,4,-1,5,-1,5,-1,5,-1
52710,lass=,652518,3,-1,3,-1,5,-1,2,-1
52711,Ciaobella37,86957,3,4,4,3,4,2,4,-1
52712,managirl,86957,5,5,5,5,5,5,5,-1
52713,Dano77,86957,2,2,-1,2,4,2,4,4
52714,birtleman,86957,5,5,5,5,5,5,5,4
52715,sfuji1,86957,3,3,4,4,5,5,3,-1
52716,CaTraveler7777,86957,4,-1,-1,-1,-1,-1,-1,-1
52717,cazatome,86957,5,-1,-1,-1,-1,-1,-1,-1
52718,mrpanels,86957,4,4,5,5,4,3,3,4
52719,GreatDaneDanmark,86957,4,4,4,4,5,5,4,4
52720,highloyo,86957,4,4,4,4,4,4,3,3
52721,808traveler,86957,5,5,5,5,5,5,5,4
52722,SugarWahine,86957,4,4,3,4,3,3,3,-1
52723,Lraep,86957,4,4,4,5,4,4,3,-1
52724,ILoveSnoopy,86957,3,4,2,-1,3,-1,3,-1
52725,A TripAdvisor Member,86957,4,-1,-1,-1,-1,-1,-1,-1
52726,A TripAdvisor Member,86957,5,5,5,-1,5,-1,5,-1
52727,A TripAdvisor Member,86957,4,5,5,-1,5,-1,5,-1
52728,A TripAdvisor Member,86957,3,-1,-1,-1,-1,-1,-1,-1
52729,A TripAdvisor Member,86957,2,3,3,-1,4,-1,4,-1
52730,martrob,86957,5,-1,-1,-1,-1,-1,-1,-1
52731,A TripAdvisor Member,86957,1,-1,-1,-1,-1,-1,-1,-1
52732,A TripAdvisor Member,86957,4,4,5,-1,5,-1,5,-1
52733,A TripAdvisor Member,86957,2,2,2,-1,3,-1,2,-1
52734,A TripAdvisor Member,86957,4,3,3,-1,3,-1,4,-1
52735,A TripAdvisor Member,86957,2,2,3,-1,3,-1,2,-1
52736,A TripAdvisor Member,86957,3,3,3,-1,-1,-1,4,-1
52737,A TripAdvisor Member,86957,4,3,2,-1,4,-1,4,-1
52738,A TripAdvisor Member,86957,1,1,3,-1,3,-1,1,-1
52739,joanne511,86957,2,3,2,-1,2,-1,3,-1
52740,A TripAdvisor Member,86957,2,-1,-1,-1,-1,-1,-1,-1
52741,A TripAdvisor Member,86957,5,-1,-1,-1,-1,-1,-1,-1
52742,lass=,86957,4,-1,-1,-1,-1,-1,-1,-1
52743,lass=,86957,5,-1,5,-1,-1,-1,5,-1
52744,lass=,86957,4,-1,4,-1,-1,-1,4,-1
52745,銈儛銇°們銈?> 銈儛銇°們銈?</a> </div>,86957,5,4,5,4,5,4,4,-1
52746,lass=,86957,3,-1,3,-1,-1,-1,3,-1
52747,lass=,86957,5,-1,4,-1,-1,-1,5,-1
52748,lass=,86957,4,-1,4,-1,-1,-1,3,-1
52749,lass=,86957,4,-1,5,-1,-1,-1,4,-1
52750,lass=,86957,4,-1,3,-1,-1,-1,3,-1
52751,lass=,86957,4,-1,3,-1,-1,-1,4,-1
52752,lass=,86957,2,-1,2,-1,1,-1,3,-1
52753,lass=,86957,5,-1,4,-1,-1,-1,4,-1
52754,lass=,86957,5,-1,5,-1,5,-1,5,-1
52755,lass=,86957,2,-1,3,-1,-1,-1,2,-1
52756,lass=,86957,5,-1,5,-1,-1,-1,4,-1
52757,lass=,86957,0,-1,-1,-1,-1,-1,-1,-1
52758,A TripAdvisor Member,570888,3,4,3,-1,3,-1,3,-1
52759,A TripAdvisor Member,570888,1,1,1,-1,1,-1,1,-1
52760,A TripAdvisor Member,570888,2,2,2,-1,2,-1,2,-1
52761,lass=,570888,3,-1,3,-1,3,-1,3,-1
52762,deetravel,260823,5,5,4,5,4,5,5,5
52763,brisbane21,260823,4,5,3,4,3,3,4,3
52764,A TripAdvisor Member,260823,2,3,2,-1,2,-1,1,-1
52765,A TripAdvisor Member,260823,1,1,2,-1,1,-1,3,-1
52766,A TripAdvisor Member,260823,4,5,5,-1,5,-1,4,-1
52767,A TripAdvisor Member,260823,2,-1,-1,-1,-1,-1,-1,-1
52768,A TripAdvisor Member,260823,5,5,5,-1,5,-1,5,-1
52769,A TripAdvisor Member,260823,4,-1,-1,-1,-1,-1,-1,-1
52770,A TripAdvisor Member,260823,5,4,4,-1,4,-1,4,-1
52771,A TripAdvisor Member,260823,3,-1,-1,-1,-1,-1,-1,-1
52772,lass=,260823,3,4,5,-1,4,-1,4,-1
52773,lass=,260823,2,2,3,-1,2,-1,2,-1
52774,jackosan,228507,2,3,2,4,2,4,4,3
52775,Ex-Ambo,228507,3,-1,-1,-1,-1,-1,-1,-1
52776,Stanislov,228507,2,2,2,2,2,3,3,1
52777,phworld,228507,2,2,1,5,2,3,3,-1
52778,HT1,228507,3,3,3,4,4,3,3,-1
52779,uktraveller1982,228507,4,-1,-1,-1,-1,-1,-1,-1
52780,OKAussie,228507,4,3,3,3,4,4,4,4
52781,dimsum,228507,1,1,1,4,1,2,1,2
52782,A TripAdvisor Member,228507,3,3,3,-1,3,-1,2,-1
52783,A TripAdvisor Member,228507,4,4,5,-1,4,-1,4,-1
52784,A TripAdvisor Member,228507,4,4,4,-1,5,-1,5,-1
52785,A TripAdvisor Member,228507,1,-1,-1,-1,-1,-1,-1,-1
52786,A TripAdvisor Member,228507,4,-1,-1,-1,-1,-1,-1,-1
52787,A TripAdvisor Member,228507,3,3,2,-1,3,-1,4,-1
52788,A TripAdvisor Member,228507,5,5,5,-1,5,-1,5,-1
52789,A TripAdvisor Member,228507,3,-1,-1,-1,-1,-1,-1,-1
52790,lass=,228507,4,-1,-1,-1,-1,-1,-1,-1
52791,The_Truffles,228507,4,5,5,-1,5,-1,5,-1
52792,A TripAdvisor Member,228507,4,5,5,-1,5,-1,5,-1
52793,A TripAdvisor Member,228507,5,-1,-1,-1,-1,-1,-1,-1
52794,A TripAdvisor Member,228507,3,3,3,-1,3,-1,3,-1
52795,gst1,228507,3,-1,-1,-1,-1,-1,-1,-1
52796,A TripAdvisor Member,228507,2,3,3,-1,3,-1,2,-1
52797,A TripAdvisor Member,228507,4,5,4,-1,4,-1,4,-1
52798,TravelLady30,228507,4,-1,-1,-1,-1,-1,-1,-1
52799,A TripAdvisor Member,228507,4,4,4,-1,4,-1,5,-1
52800,A TripAdvisor Member,228507,2,2,3,-1,3,-1,3,-1
52801,A TripAdvisor Member,228507,3,4,3,-1,3,-1,3,-1
52802,schnauzerlady,228507,4,-1,-1,-1,-1,-1,-1,-1
52803,lass=,228507,5,-1,5,-1,5,-1,5,-1
52804,lass=,228507,3,-1,3,-1,4,-1,3,-1
52805,lass=,228507,4,-1,5,-1,5,-1,4,-1
52806,lass=,228507,5,-1,4,-1,4,-1,4,-1
52807,lass=,228507,4,-1,3,-1,4,-1,4,-1
52808,lass=,228507,4,-1,4,-1,4,-1,4,-1
52809,lass=,228507,4,-1,4,-1,5,-1,5,-1
52810,lass=,228507,4,-1,4,-1,4,-1,5,-1
52811,lass=,228507,1,-1,3,-1,4,-1,3,-1
52812,lass=,228507,5,-1,4,-1,5,-1,5,-1
52813,lass=,228507,3,-1,3,-1,5,-1,5,-1
52814,lass=,228507,4,5,4,-1,5,-1,5,-1
52815,lass=,228507,5,-1,4,-1,-1,-1,5,-1
52816,lass=,228507,4,-1,4,-1,-1,-1,5,-1
52817,lass=,228507,4,-1,4,-1,5,-1,4,-1
52818,lass=,228507,2,-1,2,-1,1,-1,2,-1
52819,lass=,228507,4,4,5,-1,5,-1,5,-1
52820,lass=,228507,4,-1,5,-1,4,-1,4,-1
52821,lass=,228507,4,-1,4,-1,-1,-1,4,-1
52822,lass=,228507,3,-1,4,-1,4,-1,3,-1
52823,lass=,228507,3,-1,3,-1,3,-1,3,-1
52824,lass=,228507,0,-1,-1,-1,-1,-1,-1,-1
52825,lass=,228507,3,-1,4,-1,4,-1,4,-1
52826,lass=,228507,3,4,3,-1,3,-1,3,-1
52827,lass=,228507,4,-1,3,-1,4,-1,3,-1
52828,lass=,228507,2,-1,5,-1,3,-1,3,-1
52829,lass=,228507,2,-1,2,-1,2,-1,2,-1
52830,lass=,228507,3,-1,2,-1,2,-1,3,-1
52831,lass=,228507,4,-1,5,-1,3,-1,5,-1
52832,lass=,228507,4,4,5,-1,4,-1,4,-1
52833,lass=,228507,5,-1,5,-1,5,-1,4,-1
52834,lass=,228507,3,-1,2,-1,4,-1,4,-1
52835,lass=,228507,3,-1,4,-1,-1,-1,3,-1
52836,lass=,228507,2,-1,1,-1,1,-1,2,-1
52837,lass=,228507,4,-1,4,-1,-1,-1,3,-1
52838,lass=,228507,4,-1,5,-1,5,-1,3,-1
52839,lass=,228507,4,4,4,-1,4,-1,3,-1
52840,Snickerbilly,611782,4,3,3,5,4,5,5,4
52841,hang,611782,5,-1,-1,-1,-1,-1,-1,-1
52842,A TripAdvisor Member,611782,5,4,4,-1,4,-1,4,-1
52843,lass=,611782,5,5,5,-1,5,-1,5,-1
52844,lass=,611782,4,4,3,-1,3,-1,4,-1
52845,lass=,611782,4,4,4,-1,4,-1,4,-1
52846,Claire099,305812,4,4,3,5,4,3,4,-1
52847,Travelscan,305812,4,4,3,4,5,3,4,-1
52848,HolidayHoliday86,305812,4,4,3,4,4,3,3,-1
52849,LOLS{good/bad},305812,2,5,3,4,5,5,5,-1
52850,silvergirlracer,305812,4,5,4,4,4,3,3,-1
52851,A TripAdvisor Member,305812,5,5,5,-1,5,-1,4,-1
52852,Flaesb,305812,4,5,4,-1,5,-1,4,-1
52853,A TripAdvisor Member,305812,3,4,3,-1,5,-1,3,-1
52854,A TripAdvisor Member,305812,4,-1,-1,-1,-1,-1,-1,-1
52855,somuchworldtosee,305812,5,5,4,-1,5,-1,5,-1
52856,Julie-AnnFrost,305812,3,2,3,-1,3,-1,2,-1
52857,A TripAdvisor Member,305812,4,4,4,-1,5,-1,4,-1
52858,A TripAdvisor Member,305812,2,3,3,-1,3,-1,2,-1
52859,A TripAdvisor Member,305812,3,-1,-1,-1,-1,-1,-1,-1
52860,A TripAdvisor Member,305812,3,4,2,-1,3,-1,4,-1
52861,lass=,305812,4,-1,-1,-1,-1,-1,-1,-1
52862,lass=,305812,4,-1,5,-1,-1,-1,3,-1
52863,lass=,305812,3,-1,2,-1,-1,-1,3,-1
52864,lass=,305812,3,-1,3,-1,-1,-1,3,-1
52865,lass=,305812,4,-1,4,-1,-1,-1,4,-1
52866,lass=,305812,3,-1,2,-1,-1,-1,2,-1
52867,lass=,305812,4,-1,5,-1,-1,-1,4,-1
52868,lass=,305812,4,-1,3,-1,-1,-1,4,-1
52869,MauroRioboo,305812,3,3,3,3,3,3,3,4
52870,lass=,305812,5,-1,5,-1,-1,-1,5,-1
52871,lass=,305812,4,-1,2,-1,-1,-1,4,-1
52872,lass=,305812,0,-1,-1,-1,-1,-1,-1,-1
52873,lass=,305812,4,-1,5,-1,-1,-1,5,-1
52874,lass=,305812,4,-1,3,-1,-1,-1,3,-1
52875,lass=,305812,3,-1,4,-1,-1,-1,4,-1
52876,TimmyB1957,123004,4,4,4,4,4,5,-1,-1
52877,SONNYSMOM,123004,4,3,4,3,3,3,3,4
52878,Robwca,123004,5,5,5,5,5,5,5,5
52879,lhs1,123004,4,3,3,3,3,3,4,3
52880,shadow6,123004,3,3,4,4,4,3,3,4
52881,Harvsman,123004,4,4,4,5,5,4,5,5
52882,A TripAdvisor Member,123004,4,5,4,-1,4,-1,3,-1
52883,A TripAdvisor Member,123004,3,3,3,-1,3,-1,2,-1
52884,A TripAdvisor Member,123004,4,5,5,-1,5,-1,5,-1
52885,A TripAdvisor Member,123004,4,4,4,-1,4,-1,5,-1
52886,MrSnarkyPants,123004,4,5,4,-1,5,-1,5,-1
52887,Clive1,123004,4,-1,-1,-1,-1,-1,-1,-1
52888,A TripAdvisor Member,123004,4,5,4,-1,5,-1,5,-1
52889,A TripAdvisor Member,123004,3,-1,-1,-1,-1,-1,-1,-1
52890,A TripAdvisor Member,123004,2,-1,-1,-1,-1,-1,-1,-1
52891,A TripAdvisor Member,123004,4,3,3,-1,3,-1,3,-1
52892,A TripAdvisor Member,123004,4,-1,-1,-1,-1,-1,-1,-1
52893,A TripAdvisor Member,123004,5,-1,-1,-1,-1,-1,-1,-1
52894,ILoveTexas,123004,4,-1,-1,-1,-1,-1,-1,-1
52895,lass=,123004,3,-1,4,-1,-1,-1,3,-1
52896,lass=,123004,5,-1,5,-1,-1,-1,5,-1
52897,TravelmanPerth,309124,2,2,1,4,1,3,2,1
